ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Height,Weight,Release Clause,Kit Number
258937,Aimar Oroz,20,https://cdn.sofifa.net/players/258/937/23_60.png,Spain,64,77,CA Osasuna,https://cdn.sofifa.net/teams/479/30.png,€1.4M,€5K,Right,3,3,Medium/ High,177cm,73kg,€3.8M,29
264381,22 Cássinho,28,https://cdn.sofifa.net/players/264/381/22_60.png,Brazil,63,63,Mumbai City FC,https://cdn.sofifa.net/teams/113300/30.png,€475K,€850,Right,3,3,High/ Medium,177cm,75kg,€641K,7
266648,22 G. Carneiro,25,https://cdn.sofifa.net/players/266/648/22_60.png,Uruguay,68,71,Liverpool Fútbol Club,https://cdn.sofifa.net/teams/111326/30.png,€1.6M,€500,Left,3,3,Medium/ Low,194cm,85kg,€3.6M,11
234490,M. Kaalund,25,https://cdn.sofifa.net/players/234/490/23_60.png,Denmark,62,64,Silkeborg IF,https://cdn.sofifa.net/teams/270/30.png,€500K,€2K,Right,3,3,High/ Medium,183cm,75kg,€663K,17
261351,Y. Arismendi,24,https://cdn.sofifa.net/players/261/351/23_60.png,Argentina,66,71,Club Atlético Sarmiento,https://cdn.sofifa.net/teams/112713/30.png,€1.3M,€3K,Left,3,3,High/ Medium,163cm,62kg,€2M,26
223710,V. Muriqi,28,https://cdn.sofifa.net/players/223/710/23_60.png,Kosovo,75,75,RCD Mallorca,https://cdn.sofifa.net/teams/453/30.png,€6M,€27K,Left,3,3,Medium/ Medium,194cm,86kg,€13.2M,7
235347,T. Pearce,24,https://cdn.sofifa.net/players/235/347/23_60.png,England,64,68,Wigan Athletic,https://cdn.sofifa.net/teams/1917/30.png,€775K,€2K,Left,2,2,High/ Medium,185cm,70kg,€1.5M,3
240285,T. Børkeeiet,23,https://cdn.sofifa.net/players/240/285/23_60.png,Norway,65,72,Rosenborg BK,https://cdn.sofifa.net/teams/298/30.png,€1.3M,€2K,Right,3,2,Medium/ High,188cm,81kg,€1.9M,8
256397,I. Määttä,20,https://cdn.sofifa.net/players/256/397/23_60.png,Norway,64,76,FC Groningen,https://cdn.sofifa.net/teams/1915/30.png,€1.3M,€2K,Left,2,3,High/ Medium,188cm,72kg,€2.1M,18
257975,B. Brahimi,22,https://cdn.sofifa.net/players/257/975/23_60.png,France,70,79,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€3.6M,€18K,Left,3,3,High/ Medium,183cm,73kg,€7.6M,14
264439,L. Damer,22,https://cdn.sofifa.net/players/264/439/23_60.png,Germany,65,75,Hallescher FC,https://cdn.sofifa.net/teams/110482/30.png,€1.6M,€1K,Right,5,3,Medium/ Medium,178cm,74kg,€2.6M,7
252925,22 Nuno Pina,22,https://cdn.sofifa.net/players/252/925/22_60.png,Portugal,63,73,CF Fuenlabrada,https://cdn.sofifa.net/teams/110065/30.png,€1.1M,€2K,Right,3,2,Medium/ Medium,182cm,74kg,€1.9M,12
258178,M. van Beijnen,23,https://cdn.sofifa.net/players/258/178/23_60.png,Netherlands,64,68,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,€775K,€3K,Right,3,2,Medium/ Medium,187cm,76kg,€1.2M,18
222168,L. Salvesen,26,https://cdn.sofifa.net/players/222/168/23_60.png,Norway,66,69,FK Bodø/Glimt,https://cdn.sofifa.net/teams/918/30.png,€1.1M,€2K,Left,3,2,High/ High,186cm,82kg,€1.5M,88
260144,C. Patino,18,https://cdn.sofifa.net/players/260/144/23_60.png,England,64,85,Blackpool,https://cdn.sofifa.net/teams/1926/30.png,€1.9M,€5K,Left,3,2,Medium/ Medium,182cm,75kg,nan,28
262303,Ekain,28,https://cdn.sofifa.net/players/262/303/23_60.png,Spain,65,65,UD Ibiza,https://cdn.sofifa.net/teams/113981/30.png,€725K,€2K,Right,3,3,Medium/ High,179cm,72kg,€1.1M,10
254202,21 C. Neyra,25,https://cdn.sofifa.net/players/254/202/21_60.png,Peru,66,70,FBC Melgar,https://cdn.sofifa.net/teams/111334/30.png,€1.1M,€500,Left,2,2,Medium/ Medium,170cm,61kg,€2.4M,24
165889,Park Chu Young,36,https://cdn.sofifa.net/players/165/889/23_60.png,Korea Republic,63,63,Ulsan Hyundai FC,https://cdn.sofifa.net/teams/1473/30.png,€160K,€2K,Right,4,3,High/ Low,182cm,75kg,€208K,91
262349,F. Winther,22,https://cdn.sofifa.net/players/262/349/23_60.png,Denmark,61,69,Tromsø IL,https://cdn.sofifa.net/teams/418/30.png,€725K,€850,Right,4,3,High/ High,185cm,75kg,€1.1M,7
212287,A. Maxsø,28,https://cdn.sofifa.net/players/212/287/23_60.png,Denmark,73,74,Brøndby IF,https://cdn.sofifa.net/teams/269/30.png,€2.9M,€13K,Right,4,2,Medium/ Medium,191cm,87kg,€3.8M,5
262470,Ș. Pănoiu,19,https://cdn.sofifa.net/players/262/470/23_60.png,Romania,59,75,Rapid București,https://cdn.sofifa.net/teams/310/30.png,€575K,€1K,Right,4,2,Medium/ Medium,177cm,71kg,€1.1M,17
257227,22 M. Stefel,25,https://cdn.sofifa.net/players/257/227/22_60.png,Austria,61,63,SC Rheindorf Altach,https://cdn.sofifa.net/teams/15009/30.png,€400K,€2K,Right,3,2,Medium/ Medium,184cm,80kg,€610K,7
253167,Félix Correia,21,https://cdn.sofifa.net/players/253/167/23_60.png,Portugal,68,80,Juventus,https://cdn.sofifa.net/teams/45/30.png,€3M,€26K,Right,2,4,High/ Medium,178cm,72kg,€5.7M,53
230897,B. Hanlan,25,https://cdn.sofifa.net/players/230/897/23_60.png,England,66,71,Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/30.png,€1.3M,€3K,Right,3,3,High/ High,182cm,83kg,€2.4M,18
268510,M. Maita,27,https://cdn.sofifa.net/players/268/510/23_60.png,Italy,65,65,Bari,https://cdn.sofifa.net/teams/1848/30.png,€750K,€1K,Right,3,3,Medium/ Medium,182cm,78kg,€1.2M,4
220493,A. Barreca,27,https://cdn.sofifa.net/players/220/493/23_60.png,Italy,69,70,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€1.5M,€19K,Left,2,3,High/ Medium,180cm,70kg,€3M,55
259893,D. Hernández,22,https://cdn.sofifa.net/players/259/893/23_60.png,Uruguay,65,74,Montevideo Wanderers,https://cdn.sofifa.net/teams/111001/30.png,€1.6M,€500,Left,3,3,Medium/ Low,174cm,65kg,€3.8M,24
266272,M. Adeline,18,https://cdn.sofifa.net/players/266/272/23_60.png,France,65,79,Stade de Reims,https://cdn.sofifa.net/teams/379/30.png,€1.7M,€2K,Right,3,2,Medium/ Medium,180cm,63kg,€4.5M,80
261019,22 R. Bochi,31,https://cdn.sofifa.net/players/261/019/22_60.png,Argentina,64,64,Platense,https://cdn.sofifa.net/teams/112689/30.png,€400K,€3K,Right,3,2,Medium/ Medium,175cm,68kg,€580K,14
264453,M. van de Ven,21,https://cdn.sofifa.net/players/264/453/23_60.png,Netherlands,69,84,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,€3.2M,€12K,Left,3,3,High/ Medium,193cm,89kg,€7.4M,5
259859,K. Silva,28,https://cdn.sofifa.net/players/259/859/23_60.png,Venezuela,67,67,Deportivo La Guaira FC,https://cdn.sofifa.net/teams/112853/30.png,€925K,€500,Right,3,2,Medium/ High,179cm,74kg,€2M,4
253766,22 Cristo Romero,21,https://cdn.sofifa.net/players/253/766/22_60.png,Spain,67,77,Real Sociedad B,https://cdn.sofifa.net/teams/110711/30.png,€2.2M,€2K,Left,3,3,High/ Medium,174cm,64kg,nan,16
251450,Henrique Gomes,26,https://cdn.sofifa.net/players/251/450/23_60.png,Portugal,69,70,Gil Vicente FC,https://cdn.sofifa.net/teams/1888/30.png,€1.5M,€6K,Left,3,2,Medium/ Medium,185cm,78kg,€3.3M,55
266257,E. İlkhan,18,https://cdn.sofifa.net/players/266/257/23_60.png,Turkey,64,80,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€1.5M,€3K,Right,3,3,High/ Medium,175cm,68kg,€3.6M,65
263188,Thierno,22,https://cdn.sofifa.net/players/263/188/23_60.png,Guinea,62,73,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,€900K,€2K,Left,3,4,Medium/ Low,175cm,70kg,€1.6M,26
268805,J. Danley,22,https://cdn.sofifa.net/players/268/805/23_60.png,Haiti,64,77,FC Metz,https://cdn.sofifa.net/teams/68/30.png,€1.4M,€2K,Left,3,2,Medium/ Medium,180cm,75kg,€3.4M,27
251873,Y. Demir,19,https://cdn.sofifa.net/players/251/873/23_60.png,Austria,71,82,SK Rapid Wien,https://cdn.sofifa.net/teams/254/30.png,€4M,€11K,Left,3,4,High/ Low,173cm,65kg,€6.8M,10
254816,T. Nuss,21,https://cdn.sofifa.net/players/254/816/23_60.png,Argentina,65,72,Argentinos Juniors,https://cdn.sofifa.net/teams/111019/30.png,€1.5M,€3K,Right,3,4,Medium/ Medium,172cm,68kg,€2.6M,18
255460,J. Ondrejka,19,https://cdn.sofifa.net/players/255/460/23_60.png,Sweden,63,74,IF Elfsborg,https://cdn.sofifa.net/teams/700/30.png,€1M,€850,Right,3,3,Medium/ Medium,180cm,70kg,€1.5M,7
231874,J. Horn,25,https://cdn.sofifa.net/players/231/874/23_60.png,Germany,72,75,VfL Bochum 1848,https://cdn.sofifa.net/teams/160/30.png,€2.9M,€15K,Left,3,3,Medium/ Medium,186cm,79kg,€5.4M,38
251022,C. Costin,24,https://cdn.sofifa.net/players/251/022/23_60.png,Romania,65,69,FC Voluntari,https://cdn.sofifa.net/teams/113182/30.png,€950K,€3K,Right,3,2,Medium/ Medium,177cm,73kg,€1.4M,98
255134,A. Benítez,28,https://cdn.sofifa.net/players/255/134/23_60.png,Paraguay,68,68,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,€1.1M,€4K,Right,2,2,Medium/ High,176cm,74kg,€1.7M,2
257349,22 R. Ladinetti,20,https://cdn.sofifa.net/players/257/349/22_60.png,Italy,64,77,Cagliari,https://cdn.sofifa.net/teams/1842/30.png,€1.4M,€5K,Right,3,2,Medium/ Medium,182cm,78kg,€3.4M,35
253257,22 S. Cáceres,21,https://cdn.sofifa.net/players/253/257/22_60.png,Uruguay,74,81,Club América,https://cdn.sofifa.net/teams/1879/30.png,€8M,€25K,Right,3,2,Low/ High,180cm,77kg,€15.2M,4
262582,22 M. Čuić,20,https://cdn.sofifa.net/players/262/582/22_60.png,Croatia,67,77,Hajduk Split,https://cdn.sofifa.net/teams/263/30.png,€2.2M,€500,Right,3,2,Medium/ Medium,184cm,74kg,€5.3M,14
270584,S. Göksu,29,https://cdn.sofifa.net/players/270/584/23_60.png,Turkey,62,62,Ümraniyespor,https://cdn.sofifa.net/teams/113796/30.png,€400K,€3K,Right,3,3,Medium/ Medium,182cm,80kg,€780K,8
253814,22 Y. Velasco,35,https://cdn.sofifa.net/players/253/814/22_60.png,Venezuela,61,61,Deportivo Táchira FC,https://cdn.sofifa.net/teams/110990/30.png,€90K,€500,Right,3,2,Medium/ High,176cm,72kg,€194K,5
258766,22 Pablo García,21,https://cdn.sofifa.net/players/258/766/22_60.png,Spain,67,76,Real Sporting de Gijón,https://cdn.sofifa.net/teams/459/30.png,€2.2M,€2K,Left,2,2,High/ High,177cm,72kg,€4M,26
169588,J. Evans,34,https://cdn.sofifa.net/players/169/588/23_60.png,Northern Ireland,79,79,Leicester City,https://cdn.sofifa.net/teams/95/30.png,€5.5M,€76K,Right,4,2,Medium/ High,188cm,77kg,€10.5M,6
262710,M. Cachbach,21,https://cdn.sofifa.net/players/262/710/23_60.png,Belgium,63,71,FC Metz,https://cdn.sofifa.net/teams/68/30.png,€1.1M,€1K,Right,3,3,Medium/ Medium,181cm,72kg,€2.2M,17
252692,22 S. Nicholson,24,https://cdn.sofifa.net/players/252/692/22_60.png,Jamaica,72,77,Spartak Moskva,https://cdn.sofifa.net/teams/100767/30.png,€3.6M,€34K,Right,4,3,High/ Medium,192cm,83kg,€6M,19
237715,P. Cutrone,24,https://cdn.sofifa.net/players/237/715/23_60.png,Italy,72,77,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,€3.6M,€45K,Right,3,3,High/ Low,183cm,79kg,€7.1M,27
263957,22 M. Petrov,20,https://cdn.sofifa.net/players/263/957/22_60.png,Russia,62,71,FC Lokomotiv Moscow,https://cdn.sofifa.net/teams/100765/30.png,€875K,€6K,Right,3,2,Medium/ Medium,170cm,64kg,€1.6M,73
214948,S. Schonlau,27,https://cdn.sofifa.net/players/214/948/23_60.png,Germany,72,73,Hamburger SV,https://cdn.sofifa.net/teams/28/30.png,€2.4M,€10K,Right,3,2,Medium/ Medium,185cm,80kg,€4M,4
236551,H. Darling,22,https://cdn.sofifa.net/players/236/551/23_60.png,England,68,76,Swansea City,https://cdn.sofifa.net/teams/1960/30.png,€2.5M,€9K,Right,4,2,High/ Medium,189cm,82kg,€5.3M,6
252960,I. Jansson,20,https://cdn.sofifa.net/players/252/960/23_60.png,Sweden,65,77,FC Cartagena,https://cdn.sofifa.net/teams/100851/30.png,€1.7M,€2K,Right,3,3,High/ Medium,174cm,71kg,€3.1M,19
255947,N. Gorzel,23,https://cdn.sofifa.net/players/255/947/23_60.png,Germany,62,66,FC Erzgebirge Aue,https://cdn.sofifa.net/teams/506/30.png,€575K,€850,Right,3,2,Medium/ Medium,175cm,73kg,€877K,31
239953,Léo Jabá,23,https://cdn.sofifa.net/players/239/953/23_60.png,Brazil,70,76,PAOK,https://cdn.sofifa.net/teams/393/30.png,€2.5M,€750,Right,3,3,Medium/ Low,178cm,75kg,€6M,11
53914,P. Jagielka,39,https://cdn.sofifa.net/players/053/914/23_60.png,England,70,70,Stoke City,https://cdn.sofifa.net/teams/1806/30.png,€275K,€10K,Right,3,2,Low/ Medium,180cm,87kg,€523K,6
256170,S. Renel,20,https://cdn.sofifa.net/players/256/170/23_60.png,France,64,72,Chamois Niortais Football Club,https://cdn.sofifa.net/teams/1813/30.png,€1.3M,€1K,Right,3,2,Medium/ Medium,183cm,71kg,€2.5M,17
204638,W. Orban,29,https://cdn.sofifa.net/players/204/638/23_60.png,Hungary,82,82,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€25.5M,€65K,Right,3,2,Medium/ Medium,186cm,87kg,€43.4M,6
242328,N. Stierlin,22,https://cdn.sofifa.net/players/242/328/23_60.png,Germany,64,72,MSV Duisburg,https://cdn.sofifa.net/teams/1825/30.png,€1.2M,€2K,Right,3,2,Medium/ High,182cm,80kg,€2M,23
238505,M. Johnston,23,https://cdn.sofifa.net/players/238/505/23_60.png,Scotland,70,75,Celtic,https://cdn.sofifa.net/teams/78/30.png,€2.4M,€26K,Right,3,4,Medium/ Medium,178cm,66kg,€4.5M,19
240786,A. Koiki,22,https://cdn.sofifa.net/players/240/786/23_60.png,England,64,69,Northampton Town,https://cdn.sofifa.net/teams/1930/30.png,€850K,€4K,Left,2,3,High/ Medium,187cm,81kg,€1.6M,14
269908,M. Elia,26,https://cdn.sofifa.net/players/269/908/23_60.png,Cyprus,65,66,,https://cdn.sofifa.net/flags/cy.png,€0,€0,Right,4,2,Medium/ Low,184cm,78kg,nan,nan
255738,22 W. Younoussa,19,https://cdn.sofifa.net/players/255/738/22_60.png,Cameroon,63,74,Dijon FCO,https://cdn.sofifa.net/teams/110569/30.png,€975K,€600,Right,3,2,Medium/ Medium,174cm,66kg,€1.9M,18
253058,21 Matheus Clemente,22,https://cdn.sofifa.net/players/253/058/21_60.png,Portugal,62,69,Futebol Clube de Famalicão,https://cdn.sofifa.net/teams/112809/30.png,€800K,€2K,Right,4,2,Medium/ Medium,182cm,72kg,€1.8M,67
271299,L. Nicholas,21,https://cdn.sofifa.net/players/271/299/23_60.png,Nigeria,60,70,Fatih Karagümrük S.K.,https://cdn.sofifa.net/teams/111117/30.png,€550K,€3K,Right,4,2,Medium/ Medium,188cm,80kg,€1.2M,24
268095,R. Shein,18,https://cdn.sofifa.net/players/268/095/23_60.png,Estonia,64,77,FC Utrecht,https://cdn.sofifa.net/teams/1903/30.png,€1.4M,€1K,Right,5,2,Medium/ Medium,185cm,75kg,€3M,38
255107,20 Cláudio Tavares,22,https://cdn.sofifa.net/players/255/107/20_60.png,Portugal,62,68,Desportivo das Aves,https://cdn.sofifa.net/teams/666/30.png,€375K,€2K,Right,3,3,High/ Medium,179cm,73kg,€844K,98
240865,A. Scully,23,https://cdn.sofifa.net/players/240/865/23_60.png,Republic of Ireland,66,75,Lincoln City,https://cdn.sofifa.net/teams/149/30.png,€1.9M,€3K,Right,3,3,High/ Medium,173cm,66kg,€3.7M,11
262149,A. Ba,18,https://cdn.sofifa.net/players/262/149/23_60.png,France,63,76,Le Havre AC,https://cdn.sofifa.net/teams/1738/30.png,€1.1M,€600,Right,3,3,Medium/ Medium,180cm,75kg,€2.6M,31
262431,22 H. Zagbayou,31,https://cdn.sofifa.net/players/262/431/22_60.png,Côte d'Ivoire,67,67,FC Vizela,https://cdn.sofifa.net/teams/111539/30.png,€725K,€2K,Right,2,2,High/ High,170cm,63kg,€1.5M,13
259876,22 N. Quagliata,22,https://cdn.sofifa.net/players/259/876/22_60.png,Uruguay,69,77,Montevideo Wanderers,https://cdn.sofifa.net/teams/111001/30.png,€3.1M,€500,Right,3,4,Medium/ High,171cm,63kg,€7.3M,10
257218,22 F. Contreras,22,https://cdn.sofifa.net/players/257/218/22_60.png,Mexico,64,72,Fútbol Club Juárez,https://cdn.sofifa.net/teams/113134/30.png,€1.3M,€2K,Right,3,2,Medium/ Medium,172cm,73kg,€2.5M,14
253438,G. Merloi,22,https://cdn.sofifa.net/players/253/438/23_60.png,Romania,63,68,FC Voluntari,https://cdn.sofifa.net/teams/113182/30.png,€750K,€3K,Left,3,3,High/ Medium,170cm,65kg,€1.1M,10
190311,L. Taylor,32,https://cdn.sofifa.net/players/190/311/23_60.png,Montserrat,69,69,Nottingham Forest,https://cdn.sofifa.net/teams/14/30.png,€1.1M,€28K,Right,3,3,Medium/ Low,188cm,79kg,€2.2M,33
256307,L. Oyen,19,https://cdn.sofifa.net/players/256/307/23_60.png,Belgium,67,85,KRC Genk,https://cdn.sofifa.net/teams/673/30.png,€2.6M,€4K,Right,3,3,Medium/ Medium,174cm,69kg,€5.5M,24
259249,C. Clark,19,https://cdn.sofifa.net/players/259/249/23_60.png,United States,65,82,New York Red Bulls,https://cdn.sofifa.net/teams/689/30.png,€1.8M,€6K,Right,3,4,High/ Medium,180cm,68kg,nan,37
179646,22 J. Juelsgård,32,https://cdn.sofifa.net/players/179/646/22_60.png,Denmark,63,63,Aarhus GF,https://cdn.sofifa.net/teams/271/30.png,€300K,€3K,Left,2,2,Medium/ Medium,180cm,81kg,€375K,18
257877,J. Adamu,21,https://cdn.sofifa.net/players/257/877/23_60.png,Austria,69,79,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,€3.2M,€11K,Right,3,2,Medium/ Medium,183cm,75kg,€5.4M,9
141645,15 E. Abidal,34,https://cdn.sofifa.net/players/141/645/15_60.png,France,75,75,Olympiacos CFP,https://cdn.sofifa.net/teams/280/30.png,€1M,€45K,Left,2,3,Low/ Medium,186cm,74kg,nan,22
255588,22 R. Yasunaga,20,https://cdn.sofifa.net/players/255/588/22_60.png,Japan,63,73,Yokohama FC,https://cdn.sofifa.net/teams/113197/30.png,€1M,€850,Right,3,2,Medium/ Medium,177cm,72kg,€1.5M,15
254222,B. Farioli,24,https://cdn.sofifa.net/players/254/222/23_60.png,Argentina,68,69,Club Atlético Colón,https://cdn.sofifa.net/teams/110406/30.png,€1.5M,€5K,Left,4,3,Medium/ Medium,179cm,70kg,€2.4M,8
260239,21 N. Janković,18,https://cdn.sofifa.net/players/260/239/21_60.png,Croatia,61,76,Dinamo Zagreb,https://cdn.sofifa.net/teams/211/30.png,€750K,€500,Right,4,3,Medium/ Medium,186cm,78kg,€2.1M,44
260235,M. Diambou,19,https://cdn.sofifa.net/players/260/235/23_60.png,Mali,63,78,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,€1.1M,€3K,Right,3,2,Medium/ Medium,176cm,60kg,€2.3M,15
257347,21 S. Korb,27,https://cdn.sofifa.net/players/257/347/21_60.png,Germany,61,63,Sportclub Verl,https://cdn.sofifa.net/teams/110501/30.png,€350K,€500,Right,3,2,Medium/ Medium,174cm,72kg,€534K,31
229171,K. Redondo,27,https://cdn.sofifa.net/players/229/171/23_60.png,Germany,65,65,1. FC Kaiserslautern,https://cdn.sofifa.net/teams/29/30.png,€750K,€4K,Left,3,3,Medium/ Medium,180cm,71kg,€1.2M,11
223080,H. Dunk,31,https://cdn.sofifa.net/players/223/080/23_60.png,England,64,64,Cambridge United,https://cdn.sofifa.net/teams/1944/30.png,€425K,€2K,Left,3,3,High/ High,184cm,73kg,€744K,11
253133,A. Beck,25,https://cdn.sofifa.net/players/253/133/23_60.png,Germany,62,67,1. FC Heidenheim 1846,https://cdn.sofifa.net/teams/111235/30.png,€575K,€4K,Right,3,2,Medium/ Medium,185cm,80kg,€934K,21
257031,22 A. Kerouedan,21,https://cdn.sofifa.net/players/257/031/22_60.png,France,61,70,Rodez Aveyron Football,https://cdn.sofifa.net/teams/111659/30.png,€700K,€700,Right,3,2,High/ Medium,173cm,66kg,€1.4M,20
259423,Iván Azón,19,https://cdn.sofifa.net/players/259/423/23_60.png,Spain,68,80,Real Zaragoza,https://cdn.sofifa.net/teams/244/30.png,€2.9M,€3K,Right,2,2,High/ High,182cm,78kg,€5.2M,9
258750,22 Mario Ordoñez,21,https://cdn.sofifa.net/players/258/750/22_60.png,Spain,60,72,SD Ponferradina,https://cdn.sofifa.net/teams/2023/30.png,€600K,€1K,Right,3,2,Medium/ Medium,180cm,75kg,€1.1M,29
269436,R. El Yaakoubi,26,https://cdn.sofifa.net/players/269/436/23_60.png,Netherlands,66,70,Excelsior,https://cdn.sofifa.net/teams/1971/30.png,€1.1M,€2K,Right,3,2,Medium/ High,183cm,80kg,€1.7M,4
252315,20 A. Candela,19,https://cdn.sofifa.net/players/252/315/20_60.png,Italy,63,79,Trapani,https://cdn.sofifa.net/teams/112410/30.png,€725K,€500,Right,3,2,Medium/ Medium,185cm,79kg,€1.6M,20
270564,A. Asad,29,https://cdn.sofifa.net/players/270/564/23_60.png,Qatar,69,69,,https://cdn.sofifa.net/flags/qa.png,€0,€0,Left,5,4,Medium/ Medium,175cm,61kg,nan,8
255781,Ricard,22,https://cdn.sofifa.net/players/255/781/23_60.png,Spain,67,78,Granada CF,https://cdn.sofifa.net/teams/110832/30.png,€2.2M,€3K,Right,3,3,High/ Medium,175cm,68kg,€4M,30
259376,21 D. Pavlev,19,https://cdn.sofifa.net/players/259/376/21_60.png,Slovenia,61,70,Chievo Verona,https://cdn.sofifa.net/teams/192/30.png,€675K,€500,Right,3,2,High/ Medium,179cm,70kg,€1.2M,21
269294,R. Ferhaoui,25,https://cdn.sofifa.net/players/269/294/23_60.png,France,62,67,Stade Lavallois Mayenne FC,https://cdn.sofifa.net/teams/1814/30.png,€575K,€1K,Right,3,2,Medium/ Low,183cm,74kg,€1M,10
235744,B. Thomas-Asante,23,https://cdn.sofifa.net/players/235/744/23_60.png,England,64,69,Salford City,https://cdn.sofifa.net/teams/113926/30.png,€875K,€5K,Right,4,3,High/ Low,175cm,74kg,€1.6M,10
214379,A. Rodríguez,33,https://cdn.sofifa.net/players/214/379/23_60.png,Colombia,71,71,Deportivo Cali,https://cdn.sofifa.net/teams/101102/30.png,€1.2M,€3K,Right,3,2,High/ Medium,180cm,82kg,€1.6M,9
269278,D. Gómez,19,https://cdn.sofifa.net/players/269/278/23_60.png,Paraguay,65,74,Club Libertad,https://cdn.sofifa.net/teams/111008/30.png,€1.5M,€500,Right,3,2,Medium/ Medium,185cm,83kg,€3.6M,23
270014,T. Deniz,28,https://cdn.sofifa.net/players/270/014/23_60.png,Germany,62,62,Hallescher FC,https://cdn.sofifa.net/teams/110482/30.png,€400K,€1K,Right,4,3,High/ Medium,184cm,72kg,€580K,20
254056,21 F. Kidd,22,https://cdn.sofifa.net/players/254/056/21_60.png,Uruguay,66,72,Club Plaza de Deportes Colonia,https://cdn.sofifa.net/teams/114024/30.png,€1.3M,€500,Left,2,2,Medium/ Medium,177cm,70kg,€3.1M,14
260991,A. Saidi,22,https://cdn.sofifa.net/players/260/991/23_60.png,Sweden,66,71,Hammarby IF,https://cdn.sofifa.net/teams/708/30.png,€1.3M,€2K,Right,3,3,Medium/ High,186cm,76kg,€1.7M,40
255862,S. Rodríguez,22,https://cdn.sofifa.net/players/255/862/23_60.png,Uruguay,71,81,New York City FC,https://cdn.sofifa.net/teams/112828/30.png,€4.2M,€5K,Right,3,4,High/ Low,172cm,62kg,€7.1M,20
233732,D. Okereke,24,https://cdn.sofifa.net/players/233/732/23_60.png,Nigeria,72,78,US Cremonese,https://cdn.sofifa.net/teams/111434/30.png,€3.7M,€10K,Right,4,3,High/ Medium,181cm,79kg,€7.4M,77
255092,22 M. García,21,https://cdn.sofifa.net/players/255/092/22_60.png,Mexico,61,70,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,€725K,€2K,Right,3,2,High/ Medium,155cm,66kg,€1.4M,48
259854,T. Latteier,22,https://cdn.sofifa.net/players/259/854/23_60.png,Germany,60,68,SpVgg Bayreuth,https://cdn.sofifa.net/teams/110194/30.png,€550K,€500,Right,3,2,Medium/ Medium,177cm,71kg,€908K,22
266814,M. Rodríguez,34,https://cdn.sofifa.net/players/266/814/23_60.png,Argentina,66,66,Barracas Central,https://cdn.sofifa.net/teams/113044/30.png,€325K,€3K,Right,3,2,Medium/ High,165cm,67kg,€471K,26
269622,F. Redondo,19,https://cdn.sofifa.net/players/269/622/23_60.png,Spain,60,74,Argentinos Juniors,https://cdn.sofifa.net/teams/111019/30.png,€550K,€1K,Right,3,2,Medium/ Medium,190cm,75kg,€1.2M,37
221536,16 C. Telfer,19,https://cdn.sofifa.net/players/221/536/16_60.png,Scotland,62,76,Dundee United,https://cdn.sofifa.net/teams/181/30.png,€575K,€4K,Right,3,3,Medium/ Medium,175cm,74kg,nan,16
264425,M. Mohebi,24,https://cdn.sofifa.net/players/264/425/23_60.png,Iran,67,73,Santa Clara,https://cdn.sofifa.net/teams/1438/30.png,€1.6M,€2K,Right,3,3,Medium/ Medium,186cm,84kg,€3.7M,30
261482,22 S. Yendis,22,https://cdn.sofifa.net/players/261/482/22_60.png,Venezuela,65,70,Hermanos Colmenarez,https://cdn.sofifa.net/teams/115694/30.png,€1.1M,€500,Right,2,3,Medium/ Medium,174cm,69kg,€2.4M,13
267624,S. Cisse,21,https://cdn.sofifa.net/players/267/624/23_60.png,Guinea,65,75,CD Leganés,https://cdn.sofifa.net/teams/100888/30.png,€1.5M,€2K,Right,3,2,High/ High,179cm,71kg,€2.6M,32
267483,B. Cabrera,25,https://cdn.sofifa.net/players/267/483/23_60.png,Paraguay,64,69,Club Nacional,https://cdn.sofifa.net/teams/112671/30.png,€775K,€500,Right,3,2,Medium/ High,178cm,75kg,€1.7M,28
269596,T. Xoki,27,https://cdn.sofifa.net/players/269/596/23_60.png,South Africa,69,72,Orlando Pirates,https://cdn.sofifa.net/teams/110930/30.png,€1.6M,€500,Right,3,2,Medium/ Medium,184cm,74kg,€3.6M,27
211005,Jang Hyeon Soo,30,https://cdn.sofifa.net/players/211/005/23_60.png,Korea Republic,75,75,Al Hilal,https://cdn.sofifa.net/teams/605/30.png,€4.6M,€32K,Right,3,2,Medium/ High,183cm,83kg,€7.8M,20
